company,category,term,count,sentiment,risk_weight,weighted_score
infosys,Governance,Entity: OECD,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: AI,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: AI,1,0.0,1,1
infosys,Governance,"Entity: Hackathon
Infosys",1,0.0,1,1
infosys,Governance,Entity: Cit (LEPC,1,0.0,1,1
infosys,Governance,Entity: Springboard,1,0.0,1,1
infosys,Governance,Entity: Hackathon,1,0.0,1,1
infosys,Governance,Entity: France,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,"Entity: Scale

Tech",1,0.0,1,1
infosys,Governance,"Entity: Good

Nurturing Workplace Inclusivity",1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: the CIO Charity Run,1,0.0,1,1
infosys,Governance,Entity: Germany,1,0.0,1,1
infosys,Governance,Entity: Hacker School,1,0.0,1,1
infosys,Governance,Entity: Infoscions,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: Germany,1,0.0,1,1
infosys,Governance,Entity: Netherlands,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: Germany,1,0.0,1,1
infosys,Governance,Entity: Netherlands,1,0.0,1,1
infosys,Governance,Entity: UI,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: Springboard,1,0.0,1,1
infosys,Governance,Entity: MdchenbroMilena,1,0.0,1,1
infosys,Governance,Entity: Frankfurt,1,0.0,1,1
infosys,Governance,Entity: Germany,1,0.0,1,1
infosys,Governance,Entity: MBM,1,0.0,1,1
infosys,Governance,Entity: MBM,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: the Clash of the Companies,1,0.0,1,1
infosys,Governance,Entity: Ireland,1,0.0,1,1
infosys,Governance,Entity: Ireland,1,0.0,1,1
infosys,Governance,Entity: Post Bank Run,1,0.0,1,1
infosys,Governance,Entity: Svetulki,1,0.0,1,1
infosys,Governance,Entity: Bulgaria,1,0.0,1,1
infosys,Governance,Entity: Bulgaria,1,0.0,1,1
infosys,Governance,Entity: Post Bank Run,1,0.0,1,1
infosys,Governance,Entity: RUN,1,0.0,1,1
infosys,Governance,Entity: Sofia Mountain Club,1,0.0,1,1
infosys,Governance,Entity: The 'Eyes of Four Paws' Foundation,1,0.0,1,1
infosys,Governance,Entity: National Community Center,1,0.0,1,1
infosys,Governance,Entity: Bulgaria,1,0.0,1,1
infosys,Governance,Entity: UKRAINE,1,0.0,1,1
infosys,Governance,Entity: Digital,1,0.0,1,1
infosys,Governance,Entity: Digital Transformation Program,1,0.0,1,1
infosys,Governance,Entity: Infosys Springboard,1,0.0,1,1
infosys,Governance,Entity: Cybersecurity,1,0.0,1,1
infosys,Governance,Entity: Ukraine,1,0.0,1,1
infosys,Governance,Entity: Digital Learning Centers,1,0.0,1,1
infosys,Governance,Entity: Digital Learning Centers,1,0.0,1,1
infosys,Governance,Entity: Dnipropetrovsk,1,0.0,1,1
infosys,Governance,Entity: Ukraine,1,0.0,1,1
infosys,Governance,Entity: Mental Health and Psychosocial Support,1,0.0,1,1
infosys,Governance,"Entity: Scale

Tech",1,0.0,1,1
infosys,Governance,"Entity: Good

Nurturing Workplace Inclusivity",1,0.0,1,1
infosys,Governance,Entity: Brno DC,1,0.0,1,1
infosys,Governance,Entity: Vlnena Business Centre,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: House,1,0.0,1,1
infosys,Governance,Entity: Julia,1,0.0,1,1
infosys,Governance,Entity: Brno,1,0.0,1,1
infosys,Governance,Entity: APAC,1,0.0,1,1
infosys,Governance,Entity: Australia,1,0.0,1,1
infosys,Governance,Entity: New Zealand,1,0.0,1,1
infosys,Governance,Entity: The Infosys Way of Life,1,0.0,1,1
infosys,Governance,Entity: Australia,1,0.0,1,1
infosys,Governance,Entity: EVP,1,0.0,1,1
infosys,Governance,Entity: APAC Head of,1,0.0,1,1
infosys,Governance,Entity: Ozanam House,1,0.0,1,1
infosys,Governance,Entity: the Australian Disability Network,1,0.0,1,1
infosys,Governance,Entity: ADN,1,0.0,1,1
infosys,Governance,Entity: Disability Confident,1,0.0,1,1
infosys,Governance,Entity: IDPWD,1,0.0,1,1
infosys,Governance,Entity: Infosys Australia,1,0.0,1,1
infosys,Governance,Entity: New Zealand,1,0.0,1,1
infosys,Governance,Entity: ESG,1,0.0,1,1
infosys,Governance,Entity: Disability Infosys,1,0.0,1,1
infosys,Governance,Entity: the Australian Disability Network,1,0.0,1,1
infosys,Governance,Entity: ADN,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: Tennis Australia,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: Melbourne,1,0.0,1,1
infosys,Governance,Entity: Infosys Springboard,1,0.0,1,1
infosys,Governance,"Entity: Scale

Tech",1,0.0,1,1
infosys,Governance,"Entity: Good

Nurturing Workplace Inclusivity",1,0.0,1,1
infosys,Governance,Entity: the Breast Cancer Awareness,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: New Zealand,1,0.0,1,1
infosys,Governance,Entity: Canberra,1,0.0,1,1
infosys,Governance,Entity: Sydney,1,0.0,1,1
infosys,Governance,Entity: Melbourne,1,0.0,1,1
infosys,Governance,Entity: Japan,1,0.0,1,1
infosys,Governance,Entity: China,1,0.0,1,1
infosys,Governance,Entity: Singapore,1,0.0,1,1
infosys,Governance,Entity: Diwali,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: Australia,1,0.0,1,1
infosys,Governance,Entity: New Zealand,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: Australia,1,0.0,1,1
infosys,Governance,Entity: New Zealand,1,0.0,1,1
infosys,Governance,Entity: Ozanam House,1,0.0,1,1
infosys,Governance,Entity: Ozanam House,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: International Women's Day,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: APAC,1,0.0,1,1
infosys,Governance,Entity: APAC,1,0.0,1,1
infosys,Governance,Entity: Accelerate Her Achievement,1,0.0,1,1
infosys,Governance,Entity: APAC,1,0.0,1,1
infosys,Governance,Entity: OrbitNext,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: Australia,1,0.0,1,1
infosys,Governance,Entity: SINGAPORE,1,0.0,1,1
infosys,Governance,Entity: Infosys Singapore,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: the Youth for Causes,1,0.0,1,1
infosys,Governance,Entity: YFC,1,0.0,1,1
infosys,Governance,Entity: the YMCA of Singapore,1,0.0,1,1
infosys,Governance,Entity: Singapore,1,0.0,1,1
infosys,Governance,"Entity: JAPAN
Environment",1,0.0,1,1
infosys,Governance,Entity: Japan,1,0.0,1,1
infosys,Governance,Entity: AI,1,0.0,1,1
infosys,Governance,Entity: Japan,1,0.0,1,1
infosys,Governance,"Entity: Scale

Tech",1,0.0,1,1
infosys,Governance,"Entity: Good

Nurturing Workplace Inclusivity",1,0.0,1,1
infosys,Governance,Entity: Infosys China,1,0.0,1,1
infosys,Governance,Entity: the Community Center,1,0.0,1,1
infosys,Governance,Entity: Shanghai,1,0.0,1,1
infosys,Governance,Entity: Shanghai Charity Foundation,1,0.0,1,1
infosys,Governance,Entity: Giving Tree,1,0.0,1,1
infosys,Governance,Entity: Infosys China,1,0.0,1,1
infosys,Governance,Entity: Infosys China,1,0.0,1,1
infosys,Governance,Entity: CCD,1,0.0,1,1
infosys,Governance,Entity: FAC,1,0.0,1,1
infosys,Governance,Entity: China Social Welfare Foundation,1,0.0,1,1
infosys,Governance,Entity: Shanghai,1,0.0,1,1
infosys,Governance,Entity: Qinghai,1,0.0,1,1
infosys,Governance,Entity: Gansu,1,0.0,1,1
infosys,Governance,Entity: Shanxi,1,0.0,1,1
infosys,Governance,Entity: Henan,1,0.0,1,1
infosys,Governance,Entity: Anhui,1,0.0,1,1
infosys,Governance,Entity: Hubai,1,0.0,1,1
infosys,Governance,Entity: Hunan,1,0.0,1,1
infosys,Governance,Entity: Jiangxi,1,0.0,1,1
infosys,Governance,Entity: Chongqing,1,0.0,1,1
infosys,Governance,Entity: Sichuan,1,0.0,1,1
infosys,Governance,Entity: Guizhou,1,0.0,1,1
infosys,Governance,Entity: Yunnan,1,0.0,1,1
infosys,Governance,Entity: Guangxi,1,0.0,1,1
infosys,Governance,Entity: Guangdong,1,0.0,1,1
infosys,Governance,Entity: China,1,0.0,1,1
infosys,Governance,Entity: Hangzhou DC,1,0.0,1,1
infosys,Governance,Entity: China,1,0.0,1,1
infosys,Governance,Entity: Infosys China,1,0.0,1,1
infosys,Governance,Entity: Shanghai,1,0.0,1,1
infosys,Governance,Entity: China,1,0.0,1,1
infosys,Governance,Entity: ESG,1,0.0,1,1
infosys,Governance,Entity: China,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: China,1,0.0,1,1
infosys,Governance,Entity: AI Demo,1,0.0,1,1
infosys,Governance,Entity: Smart,1,0.0,1,1
infosys,Governance,Entity: Cyber Security Game,1,0.0,1,1
infosys,Governance,Entity: AO Tennis,1,0.0,1,1
infosys,Governance,Entity: Data Center Digital Twin,1,0.0,1,1
infosys,Governance,Entity: Shanghai DC,1,0.0,1,1
infosys,Governance,"Entity: Environmental, Social",1,0.0,1,1
infosys,Governance,Entity: Legos,1,0.0,1,1
infosys,Governance,Entity: Shanghai DC,1,0.0,1,1
infosys,Governance,Entity: Shanghai DC HSE,1,0.0,1,1
infosys,Governance,Entity: Coloring,1,0.0,1,1
infosys,Governance,"Entity: Scale

Tech",1,0.0,1,1
infosys,Governance,"Entity: Good

Nurturing Workplace Inclusivity",1,0.0,1,1
infosys,Governance,Entity: Employee Value Proposition,1,0.0,1,1
infosys,Governance,Entity: EVP,1,0.0,1,1
infosys,Governance,Entity: EVP,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: C-LIFE,1,0.0,1,1
infosys,Governance,Entity: INCLUSIVITY,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,"Entity: Scale

Tech",1,0.0,1,1
infosys,Governance,"Entity: Good

Nurturing Workplace Inclusivity",1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: Artificial Intelligence (AI,1,0.0,1,1
infosys,Governance,Entity: AI,1,0.0,1,1
infosys,Governance,Entity: Infosys Immerse,1,0.0,1,1
infosys,Governance,Entity: AI,1,0.0,1,1
infosys,Governance,Entity: NAVI,1,0.0,1,1
infosys,Governance,Entity: NAVI,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,"Entity: Leave, Attendance",1,0.0,1,1
infosys,Governance,Entity: Confirmation,1,0.0,1,1
infosys,Governance,Entity: Navi,1,0.0,1,1
infosys,Governance,Entity: AI,1,0.0,1,1
infosys,Governance,Entity: MTM,1,0.0,1,1
infosys,Governance,Entity: MTM,1,0.0,1,1
infosys,Governance,Entity: AI,1,0.0,1,1
infosys,Governance,Entity: AI,1,0.0,1,1
infosys,Governance,Entity: Zoiee,1,0.0,1,1
infosys,Governance,Entity: AI,1,0.0,1,1
infosys,Governance,Entity: AI,1,0.0,1,1
infosys,Governance,"Entity: Scale

Tech",1,0.0,1,1
infosys,Governance,"Entity: Good

Nurturing Workplace Inclusivity",1,0.0,1,1
infosys,Governance,Entity: GEO/ Account / DC Rise Awards,1,0.0,1,1
infosys,Governance,Entity: ACE Awards,1,0.0,1,1
infosys,Governance,Entity: Kudos & Glory Awards,1,0.0,1,1
infosys,Governance,Entity: Great Teams Awards,1,0.0,1,1
infosys,Governance,Entity: People Health Champions Awards,1,0.0,1,1
infosys,Governance,Entity: BTN Awards,1,0.0,1,1
infosys,Governance,Entity: Wellbeing,1,0.0,1,1
infosys,Governance,Entity: care & communities,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: Health Assessment and,1,0.0,1,1
infosys,Governance,"Entity: Lifestyle
Enrichment (HALE",1,0.0,1,1
infosys,Governance,"Entity: Emotional, Social well- being",1,0.0,1,1
infosys,Governance,Entity: Health and Safety Management,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: India,1,0.0,1,1
infosys,Governance,Entity: Infosys Limited,1,0.0,1,1
infosys,Governance,Entity: HSE,1,0.0,1,1
infosys,Governance,Entity: InfyTribes,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: InfyTribes,1,0.0,1,1
infosys,Governance,Entity: Infoscions,1,0.0,1,1
infosys,Governance,Entity: AI,1,0.0,1,1
infosys,Governance,Entity: InfyTribes,1,0.0,1,1
infosys,Governance,Entity: InfyTribes,1,0.0,1,1
infosys,Governance,Entity: 20 Development Centers,1,0.0,1,1
infosys,Governance,Entity: INFYusion,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: InfyTribes,1,0.0,1,1
infosys,Governance,Entity: Nurturing Passions,1,0.0,1,1
infosys,Governance,Entity: Building Communities,1,0.0,1,1
infosys,Governance,"Entity: Scale

Tech",1,0.0,1,1
infosys,Governance,"Entity: Good

Nurturing Workplace Inclusivity",1,0.0,1,1
infosys,Governance,Entity: Development Centers,1,0.0,1,1
infosys,Governance,Entity: Petit Infoscion,1,0.0,1,1
infosys,Governance,Entity: Infoscions,1,0.0,1,1
infosys,Governance,Entity: Petit Infoscions,1,0.0,1,1
infosys,Governance,Entity: Petits,1,0.0,1,1
infosys,Governance,Entity: InfyCares,1,0.0,1,1
infosys,Governance,Entity: Development Centers,1,0.0,1,1
infosys,Governance,Entity: InfyCares,1,0.0,1,1
infosys,Governance,Entity: CSR,1,0.0,1,1
infosys,Governance,Entity: InfyCares,1,0.0,1,1
infosys,Governance,Entity: CQ,1,0.0,1,1
infosys,Governance,Entity: Platinum Club,1,0.0,1,1
infosys,Governance,Entity: InfyCares,1,0.0,1,1
infosys,Governance,"Entity: Scale

Tech",1,0.0,1,1
infosys,Governance,"Entity: Good

Nurturing Workplace Inclusivity",1,0.0,1,1
infosys,Governance,Entity: Our Performance Management Process,1,0.0,1,1
infosys,Governance,Entity: Skill-Driven Organization,1,0.0,1,1
infosys,Governance,Entity: SMART,1,0.0,1,1
infosys,Governance,Entity: Department/Function Head,1,0.0,1,1
infosys,Governance,Entity: Individual Contributors,1,0.0,1,1
infosys,Governance,Entity: First-Level People Managers,1,0.0,1,1
infosys,Governance,Entity: Middle Managers,1,0.0,1,1
infosys,Governance,Entity: Middle Managers,1,0.0,1,1
infosys,Governance,Entity: Infosys Leadership Institute,1,0.0,1,1
infosys,Governance,Entity: the Infosys Leadership Institute,1,0.0,1,1
infosys,Governance,Entity: ILI,1,0.0,1,1
infosys,Governance,Entity: Kellogg,1,0.0,1,1
infosys,Governance,Entity: AI Applications of Growth,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: AI,1,0.0,1,1
infosys,Governance,Entity: ILI,1,0.0,1,1
infosys,Governance,Entity: Oxford University,1,0.0,1,1
infosys,Governance,Entity: Kellogg,1,0.0,1,1
infosys,Governance,Entity: ILI,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: ILI,1,0.0,1,1
infosys,Governance,Entity: Stanford on Executive Communication,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: Career & Learning,1,0.0,1,1
infosys,Governance,"Entity: Scale

Tech",1,0.0,1,1
infosys,Governance,"Entity: Good

Nurturing Workplace Inclusivity",1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: the POSH Act,1,0.0,1,1
infosys,Governance,Entity: Company,1,0.0,1,1
infosys,Governance,Entity: ASHI,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: HEAR (Hearing Employees And Resolving,1,0.0,1,1
infosys,Governance,Entity: HEAR@infosys.com,1,0.0,1,1
infosys,Governance,Entity: India,1,0.0,1,1
infosys,Governance,Entity: Company,1,0.0,1,1
infosys,Governance,Entity: Internal Committees,1,0.0,1,1
infosys,Governance,Entity: Company,1,0.0,1,1
infosys,Governance,Entity: the Investigative Council,1,0.0,1,1
infosys,Governance,Entity: India,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: SOX,1,0.0,1,1
infosys,Governance,Entity: the Whistleblower Policy,1,0.0,1,1
infosys,Governance,Entity: the Office of Integrity and Compliance,1,0.0,1,1
infosys,Governance,Entity: the Employee Relations Department,1,0.0,1,1
infosys,Governance,"Entity: Scale

Tech",1,0.0,1,1
infosys,Governance,"Entity: Good

Nurturing Workplace Inclusivity",1,0.0,1,1
infosys,Governance,Entity: Corporate Certifications,1,0.0,1,1
infosys,Governance,Entity: Audits Team,1,0.0,1,1
infosys,Governance,Entity: GRI,1,0.0,1,1
infosys,Governance,Entity: UDHR,1,0.0,1,1
infosys,Governance,Entity: the Business Responsibility and Sustainability Report (BRSR,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: Indore,1,0.0,1,1
infosys,Governance,Entity: Coimbatore,1,0.0,1,1
infosys,Governance,Entity: Kolkata,1,0.0,1,1
infosys,Governance,Entity: Mumbai,1,0.0,1,1
infosys,Governance,Entity: Noida,1,0.0,1,1
infosys,Governance,Entity: India,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: Kolkata DC,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: LinkedIn,1,0.0,1,1
infosys,Governance,Entity: India,1,0.0,1,1
infosys,Governance,Entity: USA,1,0.0,1,1
infosys,Governance,Entity: Canada,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: Karnataka,1,0.0,1,1
infosys,Governance,"Entity: Holistic Wellness
 
",1,0.0,1,1
infosys,Governance,Entity: the Gold Award for Best Advance,1,0.0,1,1
infosys,Governance,"Entity: Learning
Management Technology",1,0.0,1,1
infosys,Governance,Entity: LMT,1,0.0,1,1
infosys,Governance,Entity: Bronze,1,0.0,1,1
infosys,Governance,"Entity: the ""Best Corporate Learning University",1,0.0,1,1
infosys,Governance,Entity: the Brandon Hall Technology Excellence Awards,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: India,1,0.0,1,1
infosys,Governance,Entity: the Great Manager Institute,1,0.0,1,1
infosys,Governance,Entity: Economic Times,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: People Business,1,0.0,1,1
infosys,Governance,Entity: Certificate of Distinction for Record-Breaking Employee and Family Volunteering,1,0.0,1,1
infosys,Governance,"Entity: Board


 Building",1,0.0,1,1
infosys,Governance,Entity: ESG,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: ESG,1,0.0,1,1
infosys,Governance,Entity: Data,1,0.0,1,1
infosys,Governance,Entity: India,1,0.0,1,1
infosys,Governance,Entity: Binding Corporate Rules,1,0.0,1,1
infosys,Governance,Entity: EU,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: the ISG Provider,1,0.0,1,1
infosys,Governance,Entity: Board,1,0.0,1,1
infosys,Governance,Entity: Independent Board,1,0.0,1,1
infosys,Governance,Entity: Corporate,1,0.0,1,1
infosys,Governance,Entity: the Infosys Integrated Annual Report,1,0.0,1,1
infosys,Governance,Entity: the Infosys Board Diversity Policy,1,0.0,1,1
infosys,Governance,Entity: Board,1,0.0,1,1
infosys,Governance,Entity: ESG Committee,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: ESG,1,0.0,1,1
infosys,Governance,Entity: ESG,1,0.0,1,1
infosys,Governance,Entity: The ESG Committee,1,0.0,1,1
infosys,Governance,Entity: Board,1,0.0,1,1
infosys,Governance,Entity: The ESG Council,1,0.0,1,1
infosys,Governance,Entity: the ESG Committee,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: ESG,1,0.0,1,1
infosys,Governance,"Entity: the Environmental, Social and Governance Committee",1,0.0,1,1
infosys,Governance,Entity: Board,1,0.0,1,1
infosys,Governance,Entity: ESG,1,0.0,1,1
infosys,Governance,Entity: Council,1,0.0,1,1
infosys,Governance,Entity: the ESG Committee,1,0.0,1,1
infosys,Governance,Entity: Council,1,0.0,1,1
infosys,Governance,Entity: ESG,1,0.0,1,1
infosys,Governance,Entity: Council,1,0.0,1,1
infosys,Governance,Entity: ESG,1,0.0,1,1
infosys,Governance,Entity: Directors,1,0.0,1,1
infosys,Governance,"Entity: the Company

Recognized",1,0.0,1,1
infosys,Governance,"Entity: Institutional Investor
Advisory Services",1,0.0,1,1
infosys,Governance,Entity: ESG,1,0.0,1,1
infosys,Governance,Entity: Company,1,0.0,1,1
infosys,Governance,Entity: Board,1,0.0,1,1
infosys,Governance,Entity: Stakeholder,1,0.0,1,1
infosys,Governance,Entity: ESG,1,0.0,1,1
infosys,Governance,Entity: ESG Committee,1,0.0,1,1
infosys,Governance,Entity: the Infosys Code of,1,0.0,1,1
infosys,Governance,Entity: Conduct and Ethics,1,0.0,1,1
infosys,Governance,Entity: ESG Committee,1,0.0,1,1
infosys,Governance,Entity: Company,1,0.0,1,1
infosys,Governance,Entity: Board,1,0.0,1,1
infosys,Governance,Entity: The ESG Committee,1,0.0,1,1
infosys,Governance,Entity: Board,1,0.0,1,1
infosys,Governance,Entity: ESG,1,0.0,1,1
infosys,Governance,Entity: ESG,1,0.0,1,1
infosys,Governance,Entity: the Risk Management Committee,1,0.0,1,1
infosys,Governance,Entity: Stakeholder,1,0.0,1,1
infosys,Governance,Entity: Relationship Committee,1,0.0,1,1
infosys,Governance,Entity: ESG,1,0.0,1,1
infosys,Governance,Entity: Company,1,0.0,1,1
infosys,Governance,Entity: ESG,1,0.0,1,1
infosys,Governance,Entity: the CSR Committee,1,0.0,1,1
infosys,Governance,Entity: CSR,1,0.0,1,1
infosys,Governance,Entity: ESG,1,0.0,1,1
infosys,Governance,Entity: the Cybersecurity Risk Sub- committee,1,0.0,1,1
infosys,Governance,Entity: the ESG Committee,1,0.0,1,1
infosys,Governance,Entity: Board,1,0.0,1,1
infosys,Governance,Entity: ESG,1,0.0,1,1
infosys,Governance,Entity: Board,1,0.0,1,1
infosys,Governance,Entity: Board,1,0.0,1,1
infosys,Governance,Entity: Infosys Integrated Annual Report,1,0.0,1,1
infosys,Governance,Entity: ESG,1,0.0,1,1
infosys,Governance,Entity: ESG,1,0.0,1,1
infosys,Governance,Entity: ESG,1,0.0,1,1
infosys,Governance,Entity: ESG,1,0.0,1,1
infosys,Governance,Entity: Company,1,0.0,1,1
infosys,Governance,Entity: Board,1,0.0,1,1
infosys,Governance,Entity: Corporate,1,0.0,1,1
infosys,Governance,Entity: the Infosys Integrated Annual Report,1,0.0,1,1
infosys,Governance,Entity: Board,1,0.0,1,1
infosys,Governance,Entity: Board,1,0.0,1,1
infosys,Governance,Entity: Business Consulting Services and Technology Services,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: the United Nations Global Compact,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: UNGC,1,0.0,1,1
infosys,Governance,"Entity: Conduct
Infosys",1,0.0,1,1
infosys,Governance,Entity: the Infosys Code of Conduct and Ethics,1,0.0,1,1
infosys,Governance,Entity: UNGC,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: Infosys Helpline,1,0.0,1,1
infosys,Governance,Entity: ESG,1,0.0,1,1
infosys,Governance,Entity: ESG,1,0.0,1,1
infosys,Governance,Entity: ESG,1,0.0,1,1
infosys,Governance,Entity: ESG,1,0.0,1,1
infosys,Governance,Entity: ESG,1,0.0,1,1
infosys,Governance,Entity: ESG,1,0.0,1,1
infosys,Governance,Entity: ESG,1,0.0,1,1
infosys,Governance,Entity: ESG,1,0.0,1,1
infosys,Governance,Entity: ESG,1,0.0,1,1
infosys,Governance,Entity: BRSR,1,0.0,1,1
infosys,Governance,Entity: India,1,0.0,1,1
infosys,Governance,Entity: Sambandh,1,0.0,1,1
infosys,Governance,Entity: Sambandh,1,0.0,1,1
infosys,Governance,Entity: India,1,0.0,1,1
infosys,Governance,Entity: the Infosys SCoC,1,0.0,1,1
infosys,Governance,Entity: ESG,1,0.0,1,1
infosys,Governance,Entity: ESG,1,0.0,1,1
infosys,Governance,Entity: ESG,1,0.0,1,1
infosys,Governance,Entity: the Infosys SCoC,1,0.0,1,1
infosys,Governance,Entity: Global Reporting Initiative,1,0.0,1,1
infosys,Governance,Entity: GRI,1,0.0,1,1
infosys,Governance,Entity: United Nations Human Rights Council,1,0.0,1,1
infosys,Governance,Entity: Infosys SCoC,1,0.0,1,1
infosys,Governance,Entity: UNGC,1,0.0,1,1
infosys,Governance,Entity: ESG,1,0.0,1,1
infosys,Governance,Entity: ESG,1,0.0,1,1
infosys,Governance,Entity: ESG,1,0.0,1,1
infosys,Governance,Entity: ESG,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: ESG,1,0.0,1,1
infosys,Governance,Entity: Suppliers,1,0.0,1,1
infosys,Governance,Entity: the Carbon Disclosure Project (CDP,1,0.0,1,1
infosys,Governance,Entity: CDP,1,0.0,1,1
infosys,Governance,Entity: Science Based Target Initiative,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: Company,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: ESG,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: C-LIFE (Client,1,0.0,1,1
infosys,Governance,Entity: Integrity,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: Board,1,0.0,1,1
infosys,Governance,Entity: the Office of Integrity and Compliance,1,0.0,1,1
infosys,Governance,Entity: the Supplier Code of Conduct,1,0.0,1,1
infosys,Governance,Entity: Digital,1,0.0,1,1
infosys,Governance,Entity: Board,1,0.0,1,1
infosys,Governance,Entity: Smart Awareness Quiz,1,0.0,1,1
infosys,Governance,Entity: SAQ,1,0.0,1,1
infosys,Governance,Entity: Sambandh,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: LCO,1,0.0,1,1
infosys,Governance,Entity: the Infosys Group,1,0.0,1,1
